Ticker,Rank,Name,Market Cap,Country,Shares,6mo Gain Abs,6mo Gain Pct,1st Month Gain,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Utilities,6mo Veredict_loss,6mo Veredict_neutral,6mo Veredict_gain,6mo Veredict_big gain
POSH,3887,Poshmark,1470000000.0,🇺🇸 USA,76882845.18828452,-22.43,-0.5433624031007751,1.240000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SGH,3888,SMART Global Holdings,1470000000.0,🇺🇸 USA,24361948.95591647,12.43,0.2697482638888888,0.2800000000000011,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BITF,3889,Bitfarms,1460000000.0,🇨🇦 Canada,185987261.14649683,3.004999999999999,0.59682224428997,-0.3149999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GTY,3890,Getty Realty,1460000000.0,🇺🇸 USA,45089561.457689926,1.629999999999999,0.0534601508691374,0.0199999999999995,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FRO,3891,Frontline,1460000000.0,🇧🇲 Bermuda,202496532.59362,-1.87,-0.2101123595505618,0.4800000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0
STRA,3892,Strategic Education,1460000000.0,🇺🇸 USA,24492534.809595704,-14.409999999999997,-0.1961611761502858,5.219999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UUUU,3893,Energy Fuels,1460000000.0,🇺🇸 USA,155319148.93617022,3.539999999999999,0.5989847715736039,-0.4400000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENVA,3894,Enova International,1460000000.0,🇺🇸 USA,36390827.51744766,3.3999999999999986,0.0928200928200928,-3.6599999999999966,0,0,0,0,1,0,0,0,0,0,0,0,1,0
BIG,3895,Big Lots,1460000000.0,🇺🇸 USA,32531194.295900177,-16.25,-0.2553425518541797,5.070000000000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRLB,3896,Protolabs,1460000000.0,🇺🇸 USA,27578390.63090291,-37.55,-0.424677674734223,2.4099999999999966,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GOGO,3897,Gogo Inflight Internet,1450000000.0,🇺🇸 USA,109269027.8824416,1.2800000000000011,0.1057851239669422,-2.2399999999999984,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SENS,3898,Senseonics Holdings,1450000000.0,🇺🇸 USA,443425076.4525994,1.39,0.6984924623115578,1.7799999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,1
STLTECH.NS,3899,Sterlite Technologies,1450000000.0,🇮🇳 India,395095367.84741145,43.50000000000003,0.1809860619929271,17.44999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INO,3900,Inovio Pharmaceuticals,1450000000.0,🇺🇸 USA,209537572.25433525,-0.2599999999999998,-0.0363128491620111,1.7199999999999998,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MDGL,3901,Madrigal Pharmaceuticals,1450000000.0,🇺🇸 USA,17030772.84472633,-43.63000000000001,-0.347151495862508,-14.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XENE,3902,Xenon Pharmaceuticals,1450000000.0,🇨🇦 Canada,51436679.673643135,9.06,0.4765912677538138,0.1500000000000021,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHRS,3903,Coherus BioSciences,1450000000.0,🇺🇸 USA,76597992.60433175,5.6,0.4245640636846095,0.6699999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SEER,3904,Seer,1450000000.0,🇺🇸 USA,61571125.26539278,-6.530000000000001,-0.2178118745830554,3.200000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REPL,3905,Replimune,1450000000.0,🇺🇸 USA,46789286.8667312,-3.270000000000003,-0.0905817174515236,-0.5499999999999972,0,0,0,0,0,1,0,0,0,0,1,0,0,0
GDEN,3906,Golden Entertainment,1450000000.0,🇺🇸 USA,29017410.44626776,9.340000000000003,0.2283060376436081,2.1599999999999966,0,1,0,0,0,0,0,0,0,0,0,0,0,1
WRLD,3907,World Acceptance Corporation,1450000000.0,🇺🇸 USA,6698078.344419808,59.670000000000016,0.3797492522115446,-0.3700000000000045,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AMBER.NS,3908,Amber Enterprises India,1440000000.0,🇮🇳 India,33519553.072625697,416.9000000000001,0.1422818333845261,198.0999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIMB.KL,3909,Bank Islam Malaysia,1440000000.0,🇲🇾 Malaysia,1800000000.0,-0.8399999999999999,-0.2216358839050131,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVXL,3910,Anavex Life Sciences,1430000000.0,🇺🇸 USA,75302790.94260138,6.549999999999999,0.5735551663747811,10.41,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YPF,3911,Yacimientos Petrolíferos Fiscales,1430000000.0,Argentina,391780821.9178082,-0.8500000000000001,-0.1835853131749459,-0.0200000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CMCO,3912,Columbus McKinnon,1430000000.0,🇺🇸 USA,28339278.636543795,-1.730000000000004,-0.03297750667175,-2.460000000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,0
IBULHSGFIN.NS,3913,Indiabulls Housing Finance,1430000000.0,🇮🇳 India,462783171.5210356,1.75,0.0080552359033372,38.35000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AXSM,3914,Axsome Therapeutics,1420000000.0,🇺🇸 USA,37437384.65594516,-18.44,-0.3350899509358531,6.749999999999993,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CXW,3915,CoreCivic,1420000000.0,🇺🇸 USA,119528619.52861951,4.0200000000000005,0.5114503816793894,2.640000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PSG.MC,3916,Prosegur,1420000000.0,🇪🇸 Spain,533834586.46616536,-0.2059999999999999,-0.07984496124031,0.2319999999999997,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MRTN,3917,Marten Transport,1420000000.0,🇺🇸 USA,82462253.19396052,0.620000000000001,0.0370149253731344,-0.5700000000000003,0,0,0,0,0,0,1,0,0,0,0,1,0,0
VGUARD.NS,3918,V-Guard Industries,1420000000.0,🇮🇳 India,439628482.9721362,8.599999999999994,0.0360587002096435,-7.400000000000034,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AMARAJABAT.NS,3919,Amara Raja Batteries,1420000000.0,🇮🇳 India,170059880.23952097,-141.29999999999995,-0.1804482472383627,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITI.NS,3920,Indian Telephone Industries,1420000000.0,🇮🇳 India,934210526.3157896,-3.8499999999999934,-0.0318840579710144,7.949999999999989,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RGNX,3921,REGENXBIO,1420000000.0,🇺🇸 USA,42758205.35983138,-0.4500000000000028,-0.0131118881118882,3.5799999999999983,0,0,0,0,0,1,0,0,0,0,0,1,0,0
SANT.F,3922,S&T AG,1410000000.0,🇦🇹 Austria,65673032.1378668,-1.2899999999999991,-0.060734463276836,-1.4299999999999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SCS,3923,Steelcase,1410000000.0,🇺🇸 USA,113801452.78450362,-2.1099999999999994,-0.1444216290212183,0.6399999999999988,0,0,0,0,0,0,1,0,0,0,1,0,0,0
PLCE,3924,The Children's Place,1410000000.0,🇺🇸 USA,14650872.817955112,7.030000000000001,0.0737670514165791,0.0700000000000073,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SBSI,3925,Southside Bancshares,1410000000.0,🇺🇸 USA,32140414.862092547,1.779999999999994,0.0417546328876377,-4.610000000000007,0,0,0,0,1,0,0,0,0,0,0,1,0,0
OCGN,3927,Ocugen,1410000000.0,🇺🇸 USA,198591549.29577467,-0.6500000000000004,-0.0816582914572864,-0.7000000000000011,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENDP,3928,Endo International,1410000000.0,🇮🇪 Ireland,233057851.23966944,0.54,0.0969479353680431,-1.1900000000000004,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MOR,3929,Morphosys,1410000000.0,🇩🇪 Germany,137426900.58479533,-12.32,-0.558983666061706,-2.8299999999999983,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TTCF,3930,Tattooed Chef,1410000000.0,🇺🇸 USA,81976744.18604651,-2.950000000000003,-0.1443248532289629,0.1699999999999981,0,0,1,0,0,0,0,0,0,0,1,0,0,0
USER,3931,UserTesting,1400000000.0,🇺🇸 USA,139860139.86013988,-3.02,-0.2155603140613846,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ARHS,3932,Arhaus,1400000000.0,🇺🇸 USA,139303482.58706465,-2.430000000000001,-0.1898437500000001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ACHR,3933,Archer Aviation,1400000000.0,🇺🇸 USA,236087689.7133221,-4.11,-0.4147325933400605,0.0300000000000011,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEL,3934,Genesis Energy L.P.,1400000000.0,🇺🇸 USA,122057541.41238011,2.35,0.2430196483971043,2.27,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CTY1S.HE,3935,Citycon,1400000000.0,🇫🇮 Finland,177664974.61928934,-0.5800000000000001,-0.0772303595206391,-0.2000000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NWN,3936,NW Natural,1400000000.0,🇺🇸 USA,30688294.60762824,-7.909999999999997,-0.1479057591623036,-0.3599999999999994,0,0,0,0,0,0,0,0,0,1,1,0,0,0
GRND3.SA,3937,Grendene,1390000000.0,🇧🇷 Brazil,896774193.548387,-0.75,-0.0802997858672377,-0.120000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLS,3938,Celestica,1390000000.0,🇨🇦 Canada,123555555.55555557,2.6,0.3005780346820808,-0.7699999999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,1
NBHC,3939,National Bank Holdings,1390000000.0,🇺🇸 USA,30151843.817787416,5.130000000000003,0.1268545994065282,-1.8599999999999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0
BHLB,3940,Berkshire Hills Bancorp,1390000000.0,🇺🇸 USA,48516579.40663177,1.66,0.0611643330876934,-0.3399999999999998,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HTLD,3941,Heartland Express,1390000000.0,🇺🇸 USA,78708946.77236693,-0.5299999999999976,-0.0290570175438594,-1.0199999999999996,0,0,0,0,0,0,1,0,0,0,0,1,0,0
SNDL,3942,Sundial Growers,1390000000.0,🇨🇦 Canada,2044117647.058824,-0.0459999999999999,-0.0640668523676879,-0.021,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BYW.F,3944,BayWa,1380000000.0,🇩🇪 Germany,25731866.49263472,0.0,0.0,-6.399999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AZZ,3945,AZZ,1380000000.0,🇺🇸 USA,24691358.02469136,2.68,0.0499068901303538,-1.7100000000000009,0,0,0,0,0,0,1,0,0,0,0,1,0,0
GBF.F,3946,Bilfinger,1380000000.0,🇩🇪 Germany,40386303.77524144,3.3999999999999986,0.1254612546125459,-1.6799999999999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PON1V.HE,3947,Ponsse,1380000000.0,🇫🇮 Finland,27890056.588520616,0.3000000000000042,0.0069284064665127,-0.7000000000000028,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AGM,3948,Federal Agricultural Mortgage,1380000000.0,🇺🇸 USA,10639118.032534111,28.539999999999992,0.2807673389080176,-2.559999999999988,0,0,0,0,1,0,0,0,0,0,0,0,0,1
VECO,3949,Veeco,1380000000.0,🇺🇸 USA,50364963.50364964,4.219999999999999,0.183398522381573,0.2199999999999988,0,0,0,0,0,0,0,0,1,0,0,0,1,0
SXI,3950,Standex,1380000000.0,🇺🇸 USA,12195121.951219512,16.63000000000001,0.1690384224435861,-4.730000000000004,0,0,0,0,0,0,1,0,0,0,0,0,1,0
DNN,3951,Denison Mines,1380000000.0,🇨🇦 Canada,807017543.8596492,0.6100000000000001,0.5398230088495577,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATRI,3952,Atrion,1370000000.0,🇺🇸 USA,1799080.761654629,178.89999999999998,0.3047181059444728,-0.07000000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAP.SN,3953,Compañía de Acero del Pacífico,1370000000.0,🇨🇱 Chile,148590021.69197395,-4120.0,-0.3521367521367521,-570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLNG,3954,Golar LNG,1370000000.0,🇧🇲 Bermuda,107704402.51572326,0.91,0.0773152081563297,0.5500000000000007,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FARO,3955,Faro Technologies,1370000000.0,🇺🇸 USA,18116900.290928327,0.4799999999999897,0.0063897763578273,2.1199999999999903,0,0,0,0,0,0,0,0,1,0,0,1,0,0
RDWR,3956,Radware,1370000000.0,🇮🇱 Israel,45819397.99331104,0.1699999999999981,0.0058701657458561,1.5800000000000018,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HCSG,3957,Healthcare Services Group,1370000000.0,🇺🇸 USA,74295010.84598698,-11.75,-0.3865131578947368,1.5800000000000018,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CNOB,3958,ConnectOne Bancorp,1370000000.0,🇺🇸 USA,39595375.72254335,7.150000000000002,0.2577505407354001,-1.5199999999999996,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SNEX,3959,StoneX Group,1360000000.0,🇺🇸 USA,19698725.37659328,-0.6299999999999955,-0.0091410330818338,-7.030000000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HIBB,3960,Hibbett Sports,1360000000.0,🇺🇸 USA,14758545.849158978,15.75,0.200228832951945,4.86999999999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0
OFLX,3961,Omega Flex,1360000000.0,🇺🇸 USA,10074074.074074076,-14.680000000000009,-0.0978144989339019,-0.3400000000000034,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AVAH,3962,Aveanna Healthcare,1360000000.0,🇺🇸 USA,184032476.31935048,-4.26,-0.3704347826086956,0.7699999999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SES.TO,3963,Secure Energy Services,1360000000.0,🇨🇦 Canada,308390022.67573696,1.3100000000000005,0.3195121951219513,-0.0700000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RATNAMANI.NS,3964,Ratnamani Metals & Tubes,1350000000.0,🇮🇳 India,46696644.759598754,204.55000000000015,0.1055605728293125,146.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASIX,3965,AdvanSix,1350000000.0,🇺🇸 USA,28025742.163172096,17.59,0.5645057766367136,-1.8000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EPAC,3966,Enerpac Tool Group,1350000000.0,🇺🇸 USA,60106856.63401603,-4.599999999999998,-0.1680058436815192,-0.7799999999999976,0,0,0,0,0,0,1,0,0,0,1,0,0,0
OFG,3967,OFG Bancorp,1350000000.0,🇺🇸 USA,49723756.90607735,2.5599999999999987,0.1036017806556048,-1.9800000000000004,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GBX,3968,The Greenbrier Companies,1350000000.0,🇺🇸 USA,32483156.88161694,-6.390000000000001,-0.1345263157894737,-0.8299999999999983,0,0,0,0,0,0,1,0,0,0,1,0,0,0
SPNT,3969,SiriusPoint,1340000000.0,🇧🇲 Bermuda,160864345.73829532,-2.0500000000000007,-0.1935788479697828,-0.4499999999999993,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SCHL,3970,Scholastic,1340000000.0,🇺🇸 USA,34183673.469387755,6.469999999999999,0.1966565349544071,4.210000000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ARLP,3971,Alliance Resource Partners,1340000000.0,🇺🇸 USA,126415094.33962265,4.93,0.8095238095238095,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ORGO,3972,Organogenesis,1340000000.0,🇺🇸 USA,127984718.2425979,-6.809999999999999,-0.3954703832752613,-1.2099999999999973,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TCBK,3973,TriCo Bancshares,1340000000.0,🇺🇸 USA,29574045.464577354,-1.2199999999999989,-0.0258968371895563,-5.3700000000000045,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GALAXYSURF.NS,3974,Galaxy Surfactants,1340000000.0,🇮🇳 India,35318924.61781761,-132.80000000000018,-0.043077721551836,57.29999999999973,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QURE,3975,uniQure,1340000000.0,🇳🇱 Netherlands,46063939.49810932,-5.609999999999996,-0.1663207826860361,-3.929999999999996,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ACB,3976,Aurora Cannabis,1340000000.0,🇨🇦 Canada,197640117.9941003,-0.9800000000000004,-0.1287779237844941,-0.620000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRIM,3977,Primoris Services Corporation,1340000000.0,🇺🇸 USA,53664397.27673208,-6.120000000000001,-0.1947803946530872,-2.3599999999999994,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHEN,3978,Shentel,1340000000.0,🇺🇸 USA,49888309.75428146,-23.46,-0.4618110236220472,-1.3800000000000026,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SMWB,3979,Similarweb,1340000000.0,🇮🇱 Israel,74444444.44444445,-2.4200000000000017,-0.1152380952380953,-1.6400000000000006,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MCRI,3981,Monarch Casino & Resort,1330000000.0,🇺🇸 USA,18640504.555010512,-0.2800000000000011,-0.0039084310441094,-5.189999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0
GRBK,3982,Green Brick Partners,1330000000.0,🇺🇸 USA,50608828.00608828,4.469999999999999,0.199020480854853,-0.6000000000000014,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TGI,3983,Triumph Group,1320000000.0,🇺🇸 USA,64171122.994652405,4.210000000000001,0.2553062462098241,1.5300000000000011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ZWS.F,3984,Telia Lietuva,1320000000.0,Lithuania,591928251.1210762,-0.07,-0.0339805825242718,-0.1299999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AIR,3986,AAR,1320000000.0,🇺🇸 USA,35379254.89145001,-2.5900000000000034,-0.0655696202531646,-3.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HBM.F,3987,Hornbach Baumarkt,1320000000.0,🇩🇪 Germany,31799566.36954951,-1.4500000000000028,-0.0370843989769821,-1.1000000000000014,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZENSARTECH.NS,3988,Zensar,1310000000.0,🇮🇳 India,224699828.47341332,171.3,0.6055143160127254,42.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RADI,3989,Radius Global Infrastructure,1310000000.0,🇺🇸 USA,75244112.5789776,1.3199999999999985,0.0830188679245282,-1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LTC,3990,LTC Properties,1310000000.0,🇺🇸 USA,39198084.97905446,-5.93,-0.1503168567807351,-0.7899999999999991,0,0,0,0,0,0,0,1,0,0,1,0,0,0
VAKBN.IS,3991,VakıfBank,1310000000.0,🇹🇷 Turkey,3852941176.470588,0.2999999999999998,0.0847457627118644,-0.0299999999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JMIA,3992,Jumia,1310000000.0,🇩🇪 Germany,98200899.55022489,-14.87,-0.5446886446886448,1.139999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKFG,3993,Markforged,1310000000.0,🇺🇸 USA,185289957.56718528,-2.9800000000000004,-0.2985971943887776,-0.1099999999999994,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VIH1.F,3994,VIB Vermögen,1310000000.0,🇩🇪 Germany,27666314.677930307,8.350000000000001,0.25,2.699999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CENX,3995,Century Aluminum,1310000000.0,🇺🇸 USA,90034364.26116838,1.66,0.1297888975762313,-0.7199999999999989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KREF,3996,KKR Real Estate Finance Trust,1310000000.0,🇺🇸 USA,60788863.10904872,0.2800000000000011,0.0133206470028544,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PRA,3997,ProAssurance,1300000000.0,🇺🇸 USA,53630363.03630363,0.1899999999999977,0.0076674737691686,-1.6000000000000014,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NNDM,3999,Nano Dimension,1300000000.0,🇮🇱 Israel,254901960.7843137,-1.81,-0.2814930015552099,1.1400000000000006,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PGTI,4000,PGT Innovations,1300000000.0,🇺🇸 USA,59333637.60839799,-1.8900000000000008,-0.0785862785862786,-0.9299999999999996,0,0,0,0,0,0,1,0,0,0,1,0,0,0
UIS,4001,Unisys,1300000000.0,🇺🇸 USA,66872427.98353909,-6.02,-0.2417670682730923,-0.4000000000000021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ITOS,4002,iTeos Therapeutics,1300000000.0,🇺🇸 USA,35154137.37155219,14.69,0.6760239300506212,5.109999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OCFC,4003,OceanFirst Financial,1300000000.0,🇺🇸 USA,59252506.83682771,-0.009999999999998,-0.0004528985507245,-1.2699999999999996,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TVTY,4004,Tivity Health,1300000000.0,🇺🇸 USA,49637266.13211149,0.4600000000000008,0.0178156467854377,0.1099999999999994,0,0,0,0,0,1,0,0,0,0,0,1,0,0
SGMO,4005,Sangamo Therapeutics,1300000000.0,🇺🇸 USA,145413870.24608502,-1.75,-0.1638576779026217,1.1900000000000013,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1T5.F,4006,Tauron Polska,1300000000.0,🇵🇱 Poland,1830985915.4929576,-0.0529999999999999,-0.0770796974985456,-0.0412,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FREY,4007,FREYR Battery,1300000000.0,🇱🇺 Luxembourg,116383169.20322292,1.33,0.1334002006018053,-0.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WEAV,4008,Weave Communications,1300000000.0,🇺🇸 USA,62893081.76100628,0.6999999999999993,0.0372538584353379,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SEV,4009,Sono,1290000000.0,🇩🇪 Germany,71626873.95891172,-17.840000000000003,-0.4670157068062828,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDP,4010,Fresh Del Monte Produce,1290000000.0,Cayman Islands,47252747.25274725,-7.479999999999997,-0.2151898734177214,-0.5899999999999963,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BRMK,4011,Broadmark Realty Capital,1290000000.0,🇺🇸 USA,132172131.147541,-0.5999999999999996,-0.0576368876080691,0.3000000000000007,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ENJSA.IS,4012,Enerjisa Enerji,1290000000.0,🇹🇷 Turkey,1172727272.7272727,1.7200000000000006,0.1541218637992831,-0.3100000000000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YEXT,4013,Yext,1290000000.0,🇺🇸 USA,127722772.27722771,-2.3100000000000005,-0.1833333333333333,-0.1800000000000015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MAHINDCIE.NS,4014,Mahindra CIE,1280000000.0,🇮🇳 India,376470588.2352941,86.25,0.4630872483221477,38.44999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRKL,4015,Brookline Bancorp,1280000000.0,🇺🇸 USA,77294685.99033818,-0.0100000000000015,-0.000595947556615,-1.91,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ECHO,4016,Echo Global Logistics,1280000000.0,🇺🇸 USA,26533996.68325041,14.120000000000005,0.4138335287221573,-3.419999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2356.HK,4017,Dah Sing Bank,1280000000.0,🇭🇰 Hong Kong,1406593406.5934064,-1.8200000000000005,-0.2008830022075055,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVC.MC,4018,Metrovacesa,1270000000.0,🇪🇸 Spain,150295857.9881657,0.4299999999999997,0.0603085553997193,-0.5300000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERII,4019,Energy Recovery,1270000000.0,🇺🇸 USA,56369285.39724811,4.509999999999998,0.2486218302094816,3.77,0,0,0,0,0,0,1,0,0,0,0,0,0,1
DOLE,4020,Dole PLC,1270000000.0,🇮🇪 Ireland,92565597.66763848,-1.17,-0.0806896551724137,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
AVPT,4021,AvePoint,1270000000.0,🇺🇸 USA,180397727.27272728,-3.2399999999999998,-0.3182711198428289,1.9399999999999995,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EBSB,4022,Meridian Bancorp,1270000000.0,🇺🇸 USA,52587991.7184265,2.789999999999999,0.1306179775280898,-1.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATEN,4023,A10 Networks,1270000000.0,🇺🇸 USA,77344701.58343482,6.510000000000002,0.6823899371069184,1.5299999999999994,0,0,0,0,0,0,0,0,1,0,0,0,0,1
LUNG,4025,Pulmonx,1270000000.0,🇺🇸 USA,36790266.51216686,-6.140000000000001,-0.1492102065613608,1.1999999999999955,0,0,0,0,0,1,0,0,0,0,1,0,0,0
EH,4026,EHang Holdings,1270000000.0,🇨🇳 China,55361813.42632955,0.3399999999999998,0.0157407407407408,15.989999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STBA,4027,S&T Bancorp,1270000000.0,🇺🇸 USA,39343246.59231722,-1.5599999999999952,-0.0456808199121521,-2.629999999999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RGR,4028,"Sturm, Ruger & Co",1270000000.0,🇺🇸 USA,17594901.634801883,-3.5999999999999943,-0.0474058467210954,11.040000000000006,0,0,0,0,0,0,1,0,0,0,1,0,0,0
GSM,4030,Ferroglobe,1260000000.0,🇬🇧 UK,186115214.1802068,1.96,0.4215053763440859,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARCH,4031,Arch Resources,1260000000.0,🇺🇸 USA,15246853.823814131,26.190000000000005,0.4762684124386251,-0.0900000000000034,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SILV,4032,SilverCrest Metals,1260000000.0,🇨🇦 Canada,144495412.8440367,-0.9499999999999992,-0.0987525987525986,-1.1799999999999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLYA,4033,Playa Hotels & Resorts,1260000000.0,🇺🇸 USA,163636363.63636363,0.7899999999999991,0.1131805157593122,0.1200000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FFWM,4034,First Foundation,1250000000.0,🇺🇸 USA,44738725.84108804,3.3999999999999986,0.1364365971107544,-2.59,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TATASTLBSL.NS,4035,Tata Steel BSL,1250000000.0,🇮🇳 India,1086956521.7391305,-10.950000000000005,-0.1137071651090343,-7.400000000000006,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WW,4036,Weight Watchers,1250000000.0,🇺🇸 USA,69521690.76751946,-19.55,-0.5184301246353753,-3.1599999999999966,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NWO.F,4037,New Work,1250000000.0,🇩🇪 Germany,5587591.077734567,-36.5,-0.1505154639175258,29.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
